year,naics,wage
1996,3111,33383.90978770432
1996,3112,40977.95194437517
1996,3113,29358.84032820804
1996,3114,26391.03242433295
1996,3115,32496.687021898037
1996,3116,21610.81719826581
1996,3117,21538.40748978337
1996,3118,24619.840165762645
1996,3119,30436.595677577614
1996,3121,36838.37783151233
1996,3122,49798.8646357395
1996,3131,22953.07960124294
1996,3132,25773.079462609632
1996,3133,26797.611443814912
1996,3141,21938.95313467492
1996,3149,21265.614709133984
1996,3151,20204.052434419515
1996,3152,17403.75895787554
1996,3159,19301.99898079498
1996,3161,28910.71693439955
1996,3162,20665.48275406951
1996,3169,21087.972061886343
1996,3211,26200.299544611233
1996,3212,27872.553987502648
1996,3219,24238.749657525048
1996,3221,48466.98174513306
1996,3222,34621.43659889181
1996,3231,30910.80353939465
1996,3241,53986.8281627331
1996,3251,55467.08077982211
1996,3252,49033.21529787685
1996,3253,45623.38418166971
1996,3254,54959.395197462436
1996,3255,41138.197687711094
1996,3256,38654.807181265736
1996,3259,43470.132827823574
1996,3261,28526.657205487347
1996,3262,35166.72419312579
1996,3271,28120.058494132754
1996,3272,35249.383072558994
1996,3273,32053.234933019285
1996,3274,36621.50355364309
1996,3279,34034.386726763165
1996,3311,51665.37002242932
1996,3312,38685.490428493526
1996,3313,41599.86044155126
1996,3314,39150.66569778977
1996,3315,33245.60086693716
1996,3321,34364.14111111982
1996,3322,33952.65256749473
1996,3323,30230.491079481362
1996,3324,36150.76387870891
1996,3325,30096.688203874124
1996,3326,28698.830728334633
1996,3327,32604.590246661282
1996,3328,29109.676791248636
1996,3329,34983.90732816985
1996,3331,38703.741111189156
1996,3332,41152.23477737239
1996,3333,41288.780271008116
1996,3334,31929.19516884858
1996,3335,39162.24586938156
1996,3336,42414.12863964205
1996,3339,37240.01030740795
1996,3341,57691.16499172946
1996,3342,47813.52737936911
1996,3343,33688.60759752069
1996,3344,41609.85923242598
1996,3345,47705.41895205759
1996,3346,48302.782503575065
1996,3351,30368.039676673263
1996,3352,31069.35671501973
1996,3353,33365.16298333736
1996,3359,34325.382391342835
1996,3361,55802.720366001166
1996,3362,30648.305100697602
1996,3363,39818.47269149412
1996,3364,51055.59266005986
1996,3365,35547.190262731914
1996,3366,31890.09782836102
1996,3369,35058.79895457374
1996,3371,22095.396791328672
1996,3372,28927.973617943993
1996,3379,24588.240335151986
1996,3391,33935.564374744106
1996,3399,27031.237002049435
1996,4231,32010.893744101606
1996,4232,35453.26623425035
1996,4233,34674.341870978096
1996,4234,49278.81371912742
1996,4235,40745.27569270237
1996,4236,46249.948981696
1996,4237,36066.76680244399
1996,4238,37961.278754695006
1996,4239,31824.51401816032
1996,4241,38819.15726492531
1996,4242,48779.57402401209
1996,4243,38496.90500431109
1996,4244,32225.051023834036
1996,4245,22394.404117536964
1996,4246,47312.25931010951
1996,4247,35358.65536075882
1996,4248,37657.49837320076
1996,4249,29071.031347605996
1996,4251,43361.707899420406
1996,4411,34292.662167690265
1996,4412,24930.29871711365
1996,4413,21719.796619188204
1996,4421,23313.397827875084
1996,4422,20589.99499400592
1996,4431,29202.47314190062
1996,4441,22321.15271142867
1996,4442,19033.448565679137
1996,4451,14923.070470791441
1996,4452,18771.407548355284
1996,4453,16538.09595380818
1996,4461,20798.596485994545
1996,4471,12945.118761359476
1996,4481,13763.018648320574
1996,4482,14269.400835010363
1996,4483,20153.771703940758
1996,4511,13974.204061035745
1996,4512,13549.266626254874
1996,4521,14072.704111492172
1996,4529,13905.03799817445
1996,4531,11660.651185193374
1996,4532,16775.514698837585
1996,4533,13359.569256950992
1996,4539,20512.34393716398
1996,4541,22672.14109005391
1996,4542,20010.62051482624
1996,4543,24661.30230733684
1996,4811,42399.726012304694
1996,4812,33043.3656460287
1996,4821,29679.761316872427
1996,4831,49345.41881062843
1996,4832,36444.99514364285
1996,4841,30281.72355582358
1996,4842,26560.512717429472
1996,4851,26201.68790444609
1996,4852,25915.11074019123
1996,4853,16770.257275266435
1996,4854,13691.210780230209
1996,4855,18151.96203409055
1996,4859,16669.895645816
1996,4861,58772.89112772181
1996,4862,58418.475039313416
1996,4869,52317.78664158043
1996,4871,18283.11272141707
1996,4872,17533.79108721182
1996,4879,19518.110453141093
1996,4881,25478.76139015105
1996,4882,28317.57763480392
1996,4883,36217.698538354125
1996,4884,21648.15859174887
1996,4885,35979.933212653734
1996,4889,23335.51671884784
1996,4911,23635.71007893139
1996,4921,27031.059153764676
1996,4922,18423.623509886864
1996,4931,27603.79134269769
1996,5111,33801.07444202522
1996,5112,69712.97299885975
1996,5121,37291.34859170189
1996,5122,42599.72860280244
1996,5151,39468.69811226445
1996,5152,40016.47431600658
1996,5161,35520.79478283218
1996,5171,49980.355945603
1996,5172,43029.65659840827
1996,5173,48109.932149808905
1996,5174,53792.15540684087
1996,5175,33225.701823699506
1996,5179,47630.35072976559
1996,5181,47856.48865374136
1996,5182,42689.0902242429
1996,5191,29594.667285856314
1996,5211,39653.141578554816
1996,5221,31684.209268225302
1996,5222,42197.307338436825
1996,5223,37676.690688032795
1996,5231,104747.20237257726
1996,5232,60377.68639210982
1996,5239,88950.70115614557
1996,5241,42151.97452933758
1996,5242,37629.16038270603
1996,5251,43492.78233628908
1996,5259,53933.86242738154
1996,5311,21848.917284174546
1996,5312,31188.852664725342
1996,5313,27752.303712999426
1996,5321,24765.75203805471
1996,5322,15795.924003772783
1996,5323,29307.131799602565
1996,5324,38463.47733782452
1996,5331,54163.79489841317
1996,5411,47543.225430378996
1996,5412,35786.45288220519
1996,5413,44353.85077713974
1996,5414,34650.06320702617
1996,5415,55700.07548066473
1996,5416,53337.35283886575
1996,5417,51984.51974293654
1996,5418,39980.20679498071
1996,5419,22912.61882752279
1996,5511,52260.01769980674
1996,5611,46995.286372016744
1996,5612,30547.497427775117
1996,5613,15892.541045148293
1996,5614,23525.36346667736
1996,5615,24350.67279898247
1996,5616,16090.929892086731
1996,5617,14730.273477509358
1996,5619,23897.63712348328
1996,5621,29180.264702054275
1996,5622,38827.77608913261
1996,5629,31921.828193534566
1996,6111,20929.93258000143
1996,6112,25473.10030972417
1996,6113,31223.05682619974
1996,6114,30482.157427836697
1996,6115,25004.484420804096
1996,6116,14016.064306394717
1996,6117,30627.49525701833
1996,6211,54204.875047503425
1996,6212,27910.34869622511
1996,6213,26229.501536089087
1996,6214,32621.526787438575
1996,6215,34678.20756162231
1996,6216,18547.39182908609
1996,6219,23248.530070894187
1996,6221,30003.06745197598
1996,6222,26610.607990486053
1996,6223,31934.79722775118
1996,6231,17281.741126530043
1996,6232,16650.613621932545
1996,6233,15544.511493171343
1996,6239,18514.938906802137
1996,6241,16903.209614374467
1996,6242,17899.276194866758
1996,6243,16326.668911418923
1996,6244,11612.580538615162
1996,7111,20789.66753983429
1996,7112,51573.09172451811
1996,7113,25602.805465398247
1996,7114,63352.79367971351
1996,7115,91858.76840898117
1996,7121,20581.99561301985
1996,7131,15597.202451769344
1996,7132,19655.369802301564
1996,7139,13054.76975823008
1996,7211,16507.021917719358
1996,7212,13418.569794952682
1996,7213,11114.52423375562
1996,7221,10542.424148192134
1996,7222,8689.252595212045
1996,7223,12230.671646530205
1996,7224,9106.795114519196
1996,8111,21207.256880942416
1996,8112,33932.61782867713
1996,8113,29288.391737073216
1996,8114,21411.83026958671
1996,8121,12974.877267955877
1996,8122,23970.757195129005
1996,8123,15321.778557602993
1996,8129,17658.566643815495
1996,8131,15360.799644324215
1996,8132,27197.00532226655
1996,8133,20439.37382832075
1996,8134,12916.83674713452
1996,8139,27005.962869659652
1996,8141,11212.885648868034
1997,1111,19740.992978792354
1997,1112,15849.29968355748
1997,1113,14125.731176016177
1997,1114,18390.275557858797
1997,1119,16551.614218001017
1997,1121,19233.353200040416
1997,1122,21764.91499832768
1997,1123,20924.778860453243
1997,1124,14875.075360419398
1997,1125,21309.327412763283
1997,1129,19126.169713788226
1997,1131,33814.352252779405
1997,1132,17281.324440209624
1997,1133,24898.735415274317
1997,1141,38739.35095260223
1997,1142,15317.697243755383
1997,1151,13031.416459243414
1997,1152,19059.484473989472
1997,1153,24946.113549285965
1997,2111,69583.83804310166
1997,2121,49145.38341980677
1997,2122,50145.04830494662
1997,2123,37776.91403514914
1997,2131,42358.88548926253
1997,2211,55829.55886642682
1997,2212,82939.86674968866
1997,2213,31732.271914177323
1997,2361,28310.277765185325
1997,2362,37895.74010440102
1997,2371,34163.76486715038
1997,2372,41275.07748621279
1997,2373,37333.55743283661
1997,2379,38111.58872981144
1997,2381,26469.946711429242
1997,2382,34458.5336525943
1997,2383,26691.54262752595
1997,2389,29215.888202705446
1997,3111,35154.45851228931
1997,3112,41939.33604654623
1997,3113,30742.836498115354
1997,3114,27508.086508189772
1997,3115,33940.77834120048
1997,3116,22385.008576077216
1997,3117,22273.743220386237
1997,3118,25581.707680945823
1997,3119,32673.100404539433
1997,3121,38039.61721823107
1997,3122,49520.81390666372
1997,3131,24974.751063905453
1997,3132,27604.34276433225
1997,3133,28161.044541667638
1997,3141,22862.11093260127
1997,3149,22320.92597268691
1997,3151,21276.998617887883
1997,3152,18250.611900396245
1997,3159,20215.457655285536
1997,3161,30156.26559792028
1997,3162,22387.879560429326
1997,3169,22215.578714456093
1997,3211,27484.714973258055
1997,3212,28527.58580011402
1997,3219,25094.853180074417
1997,3221,50985.38789652134
1997,3222,35981.29672985529
1997,3231,32433.749696147894
1997,3241,57703.87065475859
1997,3251,58122.03834796587
1997,3252,50545.99588764153
1997,3253,47510.58610447848
1997,3254,59920.89803693317
1997,3255,43123.07804334012
1997,3256,41040.706928584375
1997,3259,45229.00647089879
1997,3261,30014.21271650703
1997,3262,36799.070860066015
1997,3271,29142.90938826972
1997,3272,36537.66101426743
1997,3273,33531.075810174145
1997,3274,37644.22746903327
1997,3279,35735.08111522791
1997,3311,51998.81543574438
1997,3312,40528.275414012736
1997,3313,42856.557053272576
1997,3314,41431.24790878937
1997,3315,35021.51551796195
1997,3321,36301.709865443976
1997,3322,36462.90553841275
1997,3323,31481.19854658839
1997,3324,37395.996433031745
1997,3325,31809.115866344873
1997,3326,30470.98207728624
1997,3327,34499.519126595274
1997,3328,30406.91416369192
1997,3329,36798.96466052172
1997,3331,41672.30724427284
1997,3332,44232.16982385589
1997,3333,43283.5576354405
1997,3334,32993.46090748341
1997,3335,41438.54103557467
1997,3336,44691.99868122025
1997,3339,39290.5074533046
1997,3341,65682.98666886514
1997,3342,51247.81001413122
1997,3343,36777.57601410935
1997,3344,45400.9067450496
1997,3345,50596.04501029111
1997,3346,47001.766045548655
1997,3351,32726.397686759465
1997,3352,32732.78008310841
1997,3353,35437.50717725188
1997,3359,36014.72493221236
1997,3361,58683.02274049614
1997,3362,32850.623845854796
1997,3363,41377.2956162335
1997,3364,53012.88141753992
1997,3365,37775.57749833286
1997,3366,32662.479317738656
1997,3369,37163.728216088166
1997,3371,23715.659748543843
1997,3372,30771.646057603397
1997,3379,26074.153843227512
1997,3391,36092.60571139653
1997,3399,28394.24346114162
1997,4231,33260.830086449256
1997,4232,36938.47346662354
1997,4233,35887.03943691564
1997,4234,53173.56486255421
1997,4235,42234.91716248209
1997,4236,48901.58775510204
1997,4237,37526.63592672659
1997,4238,39788.715902688404
1997,4239,33022.46404558447
1997,4241,38977.850537326005
1997,4242,52421.83399575759
1997,4243,40741.28096046536
1997,4244,33608.339614272416
1997,4245,23534.090200194947
1997,4246,49223.25324290356
1997,4247,36713.22979388101
1997,4248,38831.731176334244
1997,4249,30528.978020853734
1997,4251,46179.207536489776
1997,4411,34897.080920709726
1997,4412,26174.368505283066
1997,4413,22440.15518975336
1997,4421,24561.268327960202
1997,4422,21416.165122542418
1997,4431,31267.68875840925
1997,4441,23263.18052258154
1997,4442,19753.74186548271
1997,4451,15471.300150820623
1997,4452,19263.927623761596
1997,4453,17194.873323593863
1997,4461,21363.737879385102
1997,4471,13377.958554534353
1997,4481,14492.919138879171
1997,4482,14529.095946288815
1997,4483,20767.040906360176
1997,4511,14626.79560710478
1997,4512,14178.918611965782
1997,4521,14416.256382311136
1997,4529,14444.952214549123
1997,4531,12080.133032525207
1997,4532,17639.042876775296
1997,4533,13863.659241807667
1997,4539,20955.967969882717
1997,4541,24226.82609484043
1997,4542,20819.52672162446
1997,4543,25894.790083226668
1997,4811,44555.8497661988
1997,4812,34678.13077482721
1997,4821,36422.77731092437
1997,4831,51377.90521394162
1997,4832,37506.66208171994
1997,4841,31753.169113086846
1997,4842,27764.440795092156
1997,4851,26768.769309257314
1997,4852,22853.811583822757
1997,4853,17257.811841521783
1997,4854,14362.196379178538
1997,4855,18605.75201667724
1997,4859,17209.260903463593
1997,4861,61052.23293393426
1997,4862,64429.722981679646
1997,4869,54026.53936703975
1997,4871,20298.336630578706
1997,4872,18212.841163177927
1997,4879,20571.469348194816
1997,4881,27115.98176105898
1997,4882,29587.946379577716
1997,4883,38384.62212657627
1997,4884,22134.154661238124
1997,4885,36759.881586073985
1997,4889,24989.301726045585
1997,4911,25537.806276150626
1997,4921,30329.406376816085
1997,4922,19597.180598853098
1997,4931,28916.044264543638
1997,5111,36352.78336260582
1997,5112,80423.20143814129
1997,5121,38157.81485784527
1997,5122,43931.26029921604
1997,5151,41687.39621962568
1997,5152,44052.571609261
1997,5161,40682.09728093225
1997,5171,51615.80991166067
1997,5172,45336.39153846154
1997,5173,51269.42593303394
1997,5174,56871.95989088705
1997,5175,33151.52653923807
1997,5179,52979.970879223445
1997,5181,50835.26274737409
1997,5182,44108.93661327784
1997,5191,31245.806531256363
1997,5211,44800.167418812496
1997,5221,33711.82201756913
1997,5222,44991.8633139565
1997,5223,40253.16403650399
1997,5231,118292.87451753287
1997,5232,66011.27607590226
1997,5239,94805.70906593555
1997,5241,44212.40092672369
1997,5242,39276.44946051437
1997,5251,45497.38816826555
1997,5259,60091.57498402556
1997,5311,23142.030370367913
1997,5312,34106.1946414598
1997,5313,29350.72876804472
1997,5321,25791.173087705247
1997,5322,16553.343776287125
1997,5323,30624.931920963973
1997,5324,39340.99733107668
1997,5331,57960.501395888474
1997,5411,49681.463565153565
1997,5412,39333.40681782277
1997,5413,46716.635165278036
1997,5414,37078.76117259222
1997,5415,59072.97004368493
1997,5416,55323.88359051214
1997,5417,55322.2388589055
1997,5418,42993.71764580389
1997,5419,23455.20028416226
1997,5511,56238.12380901905
1997,5611,49559.447337449354
1997,5612,31425.30505902192
1997,5613,16890.274772797016
1997,5614,23728.565447368896
1997,5615,25440.000067226414
1997,5616,16731.031334678402
1997,5617,15353.098436413444
1997,5619,25265.60493957139
1997,5621,30133.769688918892
1997,5622,40457.29673177095
1997,5629,32935.39486823397
1997,6111,21929.61098959057
1997,6112,26043.13362689474
1997,6113,32276.653069490323
1997,6114,31790.766011991484
1997,6115,27171.83427677833
1997,6116,14191.3075871635
1997,6117,32432.904118938808
1997,6211,54567.726467589455
1997,6212,29120.73318071196
1997,6213,27160.235803273517
1997,6214,32961.750019638544
1997,6215,36021.38993822409
1997,6216,18915.65095762907
1997,6219,24043.426264623497
1997,6221,31019.24499162812
1997,6222,27840.222667179256
1997,6223,32590.33155770645
1997,6231,18071.83763752793
1997,6232,17320.055144681333
1997,6233,15842.255087428766
1997,6239,19208.866039400178
1997,6241,17492.54799066957
1997,6242,18387.659480408773
1997,6243,16900.877393000625
1997,6244,12180.650060454536
1997,7111,23048.971214371595
1997,7112,55118.8059765475
1997,7113,25057.536574690424
1997,7114,70692.24454148472
1997,7115,86959.733891441
1997,7121,19720.58952106102
1997,7131,16538.166828158854
1997,7132,20198.87204322785
1997,7139,13600.07968956856
1997,7211,17427.12032460615
1997,7212,14066.214381981406
1997,7213,11900.249521112684
1997,7221,11102.782144382369
1997,7222,9142.835206170144
1997,7223,12961.0841236653
1997,7224,9501.975917208794
1997,8111,22194.676479852224
1997,8112,35159.52463016068
1997,8113,30449.948906498485
1997,8114,22298.04238943269
1997,8121,13537.771765995305
1997,8122,24845.59836077187
1997,8123,15997.502953289468
1997,8129,18432.733788508944
1997,8131,17503.493840418512
1997,8132,28638.33442510392
1997,8133,21366.617255787147
1997,8134,13193.092920527464
1997,8139,28258.21107535453
1997,8141,11579.765654683428
1998,1111,20788.34600896861
1998,1112,16798.334406637976
1998,1113,14901.906694543984
1998,1114,19546.472268666697
1998,1119,17604.068316684337
1998,1121,19777.736685631175
1998,1122,21708.38449802941
1998,1123,22091.71951718494
1998,1124,15359.56673654787
1998,1125,21861.250686924195
1998,1129,19947.799150517654
1998,1131,38304.639316599874
1998,1132,18791.107511045655
1998,1133,25664.46675215467
1998,1141,37237.42403165847
1998,1142,16055.833524245896
1998,1151,13878.248315407867
1998,1152,20495.861718308635
1998,1153,24708.033669368124
1998,2111,73267.91256137333
1998,2121,50243.961220770616
1998,2122,51730.36546396278
1998,2123,39274.22554907492
1998,2131,44168.95987376752
1998,2211,59627.45775404738
1998,2212,55492.9978138195
1998,2213,33500.05690175373
1998,2361,30179.63899189427
1998,2362,39843.256946423106
1998,2371,36433.349466116255
1998,2372,44265.78147448501
1998,2373,39357.0936776732
1998,2379,39383.400885896524
1998,2381,28023.127047559195
1998,2382,35982.618930182216
1998,2383,28194.205625835246
1998,2389,30842.671032111753
1998,3111,36798.66258760503
1998,3112,43727.52099947632
1998,3113,31314.182924920977
1998,3114,28509.677793749666
1998,3115,36030.60370418518
1998,3116,23620.925508237437
1998,3117,23301.66135825745
1998,3118,26591.728458103356
1998,3119,37856.64844520972
1998,3121,39350.8906136002
1998,3122,49265.94055734308
1998,3131,25476.970990211492
1998,3132,27997.381795237165
1998,3133,29074.569240317775
1998,3141,24260.7689673075
1998,3149,23470.71739410464
1998,3151,22190.69210838194
1998,3152,19471.424828154373
1998,3159,21563.745484322706
1998,3161,32399.50921708957
1998,3162,23530.764434298613
1998,3169,23417.381445672192
1998,3211,27976.146844305425
1998,3212,29457.85937152534
1998,3219,26271.102805861956
1998,3221,51941.05596943461
1998,3222,37098.20133607664
1998,3231,33739.855718591076
1998,3241,61138.29831425209
1998,3251,59643.36465955523
1998,3252,51745.802029072656
1998,3253,48694.005902999364
1998,3254,64780.61646627916
1998,3255,44525.98484848485
1998,3256,42620.40641312453
1998,3259,46588.98393994938
1998,3261,31167.349540181254
1998,3262,37861.16517439029
1998,3271,30414.691615671552
1998,3272,37577.65781210276
1998,3273,35141.20054923608
1998,3274,39368.32182674814
1998,3279,36724.592949481084
1998,3311,53068.21654123671
1998,3312,40538.41697089025
1998,3313,43890.72805581618
1998,3314,42340.74608665404
1998,3315,35881.7385198564
1998,3321,37085.850755185755
1998,3322,36685.57036638458
1998,3323,32685.033130049007
1998,3324,38736.14665611608
1998,3325,32745.380649050538
1998,3326,31249.145337732247
1998,3327,35089.053787736484
1998,3328,31144.045022743623
1998,3329,37427.20739981582
1998,3331,41918.40424237338
1998,3332,45127.615743667615
1998,3333,45176.03632906734
1998,3334,34568.86183742582
1998,3335,41993.252987482345
1998,3336,46397.34656286868
1998,3339,40396.340406402225
1998,3341,70796.23361457096
1998,3342,56334.50519075245
1998,3343,38940.109070327904
1998,3344,47356.87382808585
1998,3345,53175.3420297111
1998,3346,51769.73335064856
1998,3351,33779.07379829473
1998,3352,33942.578598335116
1998,3353,37017.641561287295
1998,3359,37146.37160260653
1998,3361,60002.20021098499
1998,3362,33755.80247543484
1998,3363,42575.806791676165
1998,3364,54003.76445979447
1998,3365,38582.55461549644
1998,3366,34097.89703483477
1998,3369,39105.11755764524
1998,3371,24528.817984068846
1998,3372,32026.925712573255
1998,3379,27294.704960401705
1998,3391,38545.744588536814
1998,3399,29948.610999942826
1998,4231,35014.95025614553
1998,4232,38770.40719797316
1998,4233,37657.04176042995
1998,4234,59276.59484203521
1998,4235,42980.66757155855
1998,4236,51578.923627625496
1998,4237,39344.84084913676
1998,4238,41533.73499934716
1998,4239,33748.29516592014
1998,4241,40752.69359761593
1998,4242,56952.822095019284
1998,4243,42410.579563289204
1998,4244,35210.472406820154
1998,4245,24387.840304134883
1998,4246,50864.70131858783
1998,4247,39125.820934443414
1998,4248,40864.50344845181
1998,4249,31998.94144318211
1998,4251,49478.447305562
1998,4411,37006.0911981893
1998,4412,28011.214928221365
1998,4413,23303.174056318137
1998,4421,26050.000505287073
1998,4422,23019.347755855044
1998,4431,33443.94877658709
1998,4441,24590.169288675275
1998,4442,20517.06786755597
1998,4451,16171.99042402831
1998,4452,20289.904746960823
1998,4453,18183.79527272727
1998,4461,22412.059367778853
1998,4471,14026.855611439129
1998,4481,15092.403463025637
1998,4482,14756.675937959493
1998,4483,21913.671175412044
1998,4511,15598.498142942699
1998,4512,15429.160314446333
1998,4521,14946.048087355077
1998,4529,15062.821508880312
1998,4531,12758.824838523507
1998,4532,18422.341511891962
1998,4533,14510.411080656213
1998,4539,21855.137003713666
1998,4541,26841.810532562213
1998,4542,21597.114050742097
1998,4543,27150.812660050753
1998,4811,45896.19970124315
1998,4812,36825.84827813562
1998,4821,34974.776357827475
1998,4831,52218.900254276465
1998,4832,38402.18279984574
1998,4841,32862.27331950366
1998,4842,28991.8375699107
1998,4851,28026.2707052785
1998,4852,24411.949949143924
1998,4853,18102.94125932808
1998,4854,14698.476749818357
1998,4855,19413.60532022553
1998,4859,17861.533321583574
1998,4861,62256.5084765717
1998,4862,66260.47086618825
1998,4869,58534.15240847784
1998,4871,21924.145679640464
1998,4872,19388.651333946644
1998,4879,21099.75950085082
1998,4881,28102.88715798661
1998,4882,30670.15374215877
1998,4883,41239.26358457961
1998,4884,23378.408413267076
1998,4885,38207.97158095558
1998,4889,24647.010123694436
1998,4911,26287.992096349266
1998,4921,29775.958951359982
1998,4922,20494.238115607797
1998,4931,29453.040206571208
1998,5111,38424.11552441728
1998,5112,98520.80292076479
1998,5121,41210.4804247356
1998,5122,48046.88589911869
1998,5151,45163.86993053043
1998,5152,49771.324480772586
1998,5161,59907.19495730441
1998,5171,54623.135932993806
1998,5172,47928.6584033195
1998,5173,52586.841410792425
1998,5174,55130.00048756704
1998,5175,36045.31627337628
1998,5179,56869.34316472497
1998,5181,65342.62388853797
1998,5182,46572.48102028389
1998,5191,33210.52384091409
1998,5211,43417.85464480874
1998,5221,35623.21696096632
1998,5222,49885.534008891394
1998,5223,43669.599752353606
1998,5231,122168.05264671387
1998,5232,70858.99588477366
1998,5239,104135.64920318725
1998,5241,46951.94060823704
1998,5242,40788.50352418654
1998,5251,50068.42951914718
1998,5259,62687.48934290762
1998,5311,24827.42672640925
1998,5312,37744.1033286396
1998,5313,31456.94504348698
1998,5321,27356.490170339115
1998,5322,18425.86579307091
1998,5323,32523.71219526429
1998,5324,42864.35425814896
1998,5331,60094.98018308017
1998,5411,52227.6011360602
1998,5412,40617.9719148504
1998,5413,49884.604229591234
1998,5414,39525.83288590604
1998,5415,63873.27960825798
1998,5416,58402.358197680245
1998,5417,58153.14843664727
1998,5418,45557.658846264756
1998,5419,24921.246599367325
1998,5511,60908.33867149011
1998,5611,51113.670067182014
1998,5612,32110.541029873795
1998,5613,18047.829984388238
1998,5614,24448.72312619438
1998,5615,27519.63229840762
1998,5616,17861.548325722983
1998,5617,16245.058457344749
1998,5619,26382.610109238496
1998,5621,31981.31736771545
1998,5622,42975.42064131682
1998,5629,33984.87059863901
1998,6111,22483.454911739114
1998,6112,27064.973342630336
1998,6113,34001.41979782797
1998,6114,34804.37614881641
1998,6115,29362.083681226246
1998,6116,14746.466837734322
1998,6117,30638.407413832985
1998,6211,55374.711451471456
1998,6212,31841.569145894824
1998,6213,27893.923811127956
1998,6214,33626.10471625182
1998,6215,37746.00928954599
1998,6216,18928.70126501932
1998,6219,25261.054803879706
1998,6221,32131.55978419574
1998,6222,27809.149022158716
1998,6223,33648.142811756654
1998,6231,18993.166204858862
1998,6232,18278.934582016576
1998,6233,16447.6772739054
1998,6239,20220.887814450372
1998,6241,18185.334100343498
1998,6242,19336.492589274047
1998,6243,17513.457502661156
1998,6244,12658.691487038106
1998,7111,24625.99055629444
1998,7112,60011.84136542745
1998,7113,28563.469999457986
1998,7114,75159.38176751592
1998,7115,89886.23412027533
1998,7121,20737.72686036288
1998,7131,17668.1649883811
1998,7132,21182.806368268946
1998,7139,14348.668349166668
1998,7211,18372.1165662511
1998,7212,14577.01946653777
1998,7213,12773.626099338304
1998,7221,11775.614159735664
1998,7222,9672.95686032465
1998,7223,14010.76618492384
1998,7224,9861.467208483084
1998,8111,23223.423790938283
1998,8112,37517.5725584371
1998,8113,31821.72492336928
1998,8114,23428.201271309543
1998,8121,14303.8384167723
1998,8122,25776.522591230474
1998,8123,16802.89641938168
1998,8129,19021.465583549172
1998,8131,16639.52763489996
1998,8132,30068.26059197446
1998,8133,22286.4319874589
1998,8134,12609.14922523549
1998,8139,29750.63620252981
1998,8141,11996.818673645364
1999,1111,21592.587480167316
1999,1112,17036.12189369477
1999,1113,15683.93883307735
1999,1114,20373.025101034877
1999,1119,18220.689103610366
1999,1121,20414.620661758756
1999,1122,21950.666125240437
1999,1123,22831.87353592548
1999,1124,16053.650529500757
1999,1125,22717.132269857095
1999,1129,20742.47942462722
1999,1131,43648.47316513761
1999,1132,20008.817963496636
1999,1133,26582.45712475448
1999,1141,42949.181394793406
1999,1142,17718.298958333333
1999,1151,14026.538445721639
1999,1152,21181.18824273072
1999,1153,26384.07607994842
1999,2111,78290.7919026593
1999,2121,50638.48738727296
1999,2122,56311.5168069307
1999,2123,40409.17830057267
1999,2131,46398.483121546225
1999,2211,61731.541094357985
1999,2212,57651.760064671296
1999,2213,35010.193799318506
1999,2361,32018.526086222268
1999,2362,41652.34179367638
1999,2371,37567.74457146313
1999,2372,46476.016001333446
1999,2373,40502.35814354199
1999,2379,40390.994414517074
1999,2381,29332.00821817021
1999,2382,37532.29584389177
1999,2383,29421.724453408555
1999,2389,31910.580545018063
1999,3111,38017.09553223279
1999,3112,44180.36710200133
1999,3113,31606.873627241428
1999,3114,29887.94352737595
1999,3115,37170.95912984158
1999,3116,24412.482784928605
1999,3117,24859.17687926394
1999,3118,27412.88424804839
1999,3119,38419.55931594835
1999,3121,40067.2059718535
1999,3122,52534.88995075047
1999,3131,26133.577386904402
1999,3132,28949.557867561507
1999,3133,30208.639325673485
1999,3141,24903.652742654835
1999,3149,24767.01957086116
1999,3151,23420.673934653518
1999,3152,20368.343747056424
1999,3159,22241.17726264653
1999,3161,32041.137537125884
1999,3162,25363.985333372446
1999,3169,24426.363876001687
1999,3211,29272.25614518386
1999,3212,30733.83191745571
1999,3219,27073.806228725996
1999,3221,54047.06570250671
1999,3222,38401.32545278453
1999,3231,34868.562939677686
1999,3241,60953.54686652571
1999,3251,62216.53087803992
1999,3252,53583.570395179435
1999,3253,49210.6174182888
1999,3254,69099.81242350294
1999,3255,46446.84927916121
1999,3256,44134.78545593709
1999,3259,47712.8855091531
1999,3261,32218.447083778643
1999,3262,38475.506711331334
1999,3271,31582.03948088595
1999,3272,37837.31475552866
1999,3273,36435.13751183671
1999,3274,42314.16543420553
1999,3279,37596.20502722742
1999,3311,53247.37644436624
1999,3312,41715.899153630555
1999,3313,45253.7170571047
1999,3314,44288.882390291365
1999,3315,37604.61166241847
1999,3321,38082.9527265203
1999,3322,37676.46981229725
1999,3323,33614.54673584029
1999,3324,39716.185390409635
1999,3325,33291.229896155586
1999,3326,31953.154869282258
1999,3327,35818.93903605613
1999,3328,31889.951540329355
1999,3329,38481.697273011036
1999,3331,42324.40613030253
1999,3332,49121.41771866829
1999,3333,46877.651501812004
1999,3334,35310.575856621734
1999,3335,42938.377012080564
1999,3336,47861.92474681812
1999,3339,41589.23829415082
1999,3341,83528.15530871022
1999,3342,62277.295147185876
1999,3343,40669.4739921365
1999,3344,54459.60795574766
1999,3345,56981.79244202985
1999,3346,57462.59028723536
1999,3351,35091.07059863455
1999,3352,35538.12733544915
