year,sic,wage
1978,8081,10694.33748042112
1978,8091,8671.845690007354
1978,8111,14038.675926754655
1978,8211,7654.231699694695
1978,8221,11173.410391396686
1978,8222,11586.343462246778
1978,8231,7177.179410029498
1978,8241,10924.997689561016
1978,8243,11604.24644308943
1978,8244,8734.96024254117
1978,8249,10711.540873648026
1978,8299,7770.76616597422
1978,8321,7465.230484555413
1978,8331,6738.258647213957
1978,8351,4996.495325272587
1978,8361,6792.233136485737
1978,8399,7637.704113453094
1978,8411,8161.052769702842
1978,8421,8617.579276538201
1978,8611,13244.471357501723
1978,8621,14412.430858105668
1978,8631,8880.548528683177
1978,8641,5676.356576220236
1978,8651,8965.672303710095
1978,8661,7155.824501297438
1978,8699,9096.350247895973
1978,8811,5122.809823722737
1978,8911,17932.55459290693
1978,8922,13873.319443079765
1978,8931,13855.359705009761
1978,8999,16502.893476187804
1978,9999,10238.81167528283
1979,111,11434.6174289246
1979,112,10257.104817127565
1979,115,8291.413339487654
1979,116,8216.53738317757
1979,119,9611.091706247717
1979,131,7862.609410248147
1979,132,4312.573454762615
1979,133,12532.680632659474
1979,134,7949.172446331682
1979,139,7900.518878258965
1979,161,8348.675100150078
1979,171,5958.885159797027
1979,172,5885.734628761048
1979,173,6646.503679852806
1979,174,7248.446414295791
1979,175,6146.66309185606
1979,179,7127.23876208512
1979,181,8384.967774589095
1979,182,9279.686541143654
1979,189,10539.70136307311
1979,191,8196.028693286673
1979,211,12164.485596707818
1979,212,8842.785456033836
1979,213,10639.704379562043
1979,214,8355.171193415637
1979,219,9989.598278335725
1979,241,9944.507782449235
1979,251,9157.143117593436
1979,252,8214.691785672136
1979,253,9278.380487804878
1979,254,8762.696228868661
1979,259,7017.24287856072
1979,271,8826.335589941973
1979,272,8642.881608040201
1979,279,9416.225666460012
1979,291,8946.169927633342
1979,711,11167.184210526315
1979,721,11106.508573226365
1979,722,8506.048550328227
1979,723,8083.470831079349
1979,724,10070.450231218254
1979,729,9070.127659574468
1979,740,9274.596116321522
1979,751,9428.388113349494
1979,752,6933.890214667103
1979,761,4587.757303874839
1979,762,9854.844961751516
1979,780,9115.970521353875
1979,811,12820.64969640355
1979,821,9049.03728251864
1979,843,
1979,849,
1979,851,9656.237636866803
1979,912,23450.541103241037
1979,913,17259.69331395349
1979,919,13127.514960629922
1979,921,9615.317666126419
1979,971,7780.973871733967
1979,1011,22797.765552384833
1979,1021,21630.54815377602
1979,1031,19196.00721269434
1979,1041,18081.275520317147
1979,1044,19231.86694101509
1979,1051,18606.50497512438
1979,1061,20245.1484063745
1979,1081,19718.777220877982
1979,1092,
1979,1094,21091.3981892819
1979,1099,
1979,1111,16724.301286391335
1979,1112,15718.805825242718
1979,1211,21931.739182716887
1979,1213,21662.463343641986
1979,1311,23765.968950368704
1979,1321,21705.112321032466
1979,1381,20889.914988261462
1979,1382,17945.220464586004
1979,1389,17335.135260781608
1979,1411,12842.867520178124
1979,1422,16916.755797589183
1979,1423,15873.313233894001
1979,1429,16608.924507042255
1979,1442,16976.771550839756
1979,1446,16168.159487776484
1979,1452,15807.51948051948
1979,1453,12997.812030075187
1979,1454,12878.050420168067
1979,1455,17365.30284130284
1979,1459,15318.97620116749
1979,1472,16406.16598360656
1979,1473,15659.884792626728
1979,1474,21435.072792362767
1979,1475,17677.86504511573
1979,1476,17807.959405940594
1979,1477,22208.487435008665
1979,1479,18030.001564129303
1979,1481,16952.0193236715
1979,1492,17435.510548523205
1979,1496,13856.713097713098
1979,1499,14820.54056274389
1979,1520,12975.624322942313
1979,1531,15315.482531385986
1979,1540,16978.961707142615
1979,1611,17505.477151407456
1979,1622,19937.694293455395
1979,1623,18008.016996007394
1979,1629,19921.96460726569
1979,1711,16846.897388960413
1979,1721,12793.381489033396
1979,1731,17909.42919286491
1979,1741,12264.454343278125
1979,1742,14784.009614097105
1979,1743,13993.260126558296
1979,1751,11789.314468334716
1979,1752,13327.8164691204
1979,1761,13164.081092331053
1979,1771,13337.719108094572
1979,1781,13319.078252913416
1979,1791,18465.963263585094
1979,1793,15090.093700458907
1979,1794,14618.612524319318
1979,1795,14488.418280561533
1979,1796,20373.07652524143
1979,1799,14236.095840696333
1979,2011,16670.52682222608
1979,2013,15859.635006126928
1979,2016,9123.676164373648
1979,2017,9181.759763233093
1979,2021,13869.16083108888
1979,2022,13696.157951450208
1979,2023,16070.594941322253
1979,2024,13346.871590909092
1979,2026,14953.018202346202
1979,2032,14699.288357838383
1979,2033,12345.417975491473
1979,2034,12907.310440835266
1979,2035,13042.776239645978
1979,2037,11161.815349986937
1979,2038,11861.339103391621
1979,2041,18411.392758741124
1979,2043,21088.12617917443
1979,2044,14319.023696682465
1979,2045,16915.741645068887
1979,2046,20895.87759725043
1979,2047,16060.741335489834
1979,2048,14709.96903524786
1979,2051,14742.085604483587
1979,2052,14249.492734838666
1979,2061,15368.247122620629
1979,2062,19856.86890362856
1979,2063,13839.666615289765
1979,2065,11775.171338667626
1979,2066,15721.006344436097
1979,2067,13980.076704855428
1979,2074,12251.584889762673
1979,2075,15503.37751996957
1979,2076,15808.633280127693
1979,2077,17700.370096094506
1979,2079,17833.423451327435
1979,2082,23814.7959929287
1979,2083,19742.133136094675
1979,2084,14374.129058991939
1979,2085,18666.213959660297
1979,2086,14484.413058937307
1979,2087,18949.63695583095
1979,2091,12502.060257544481
1979,2092,9065.905987290189
1979,2095,17918.698650325783
1979,2097,10803.255043439847
1979,2098,12874.360280315355
1979,2099,13848.413430279303
1979,2111,18217.432022738038
1979,2121,9163.388930534733
1979,2131,14455.206629243517
1979,2141,10255.572442783747
1979,2211,11402.606730411027
1979,2221,12053.556687987017
1979,2231,11746.643715793589
1979,2241,10532.611345805673
1979,2251,8748.99929737153
1979,2252,8014.450865627503
1979,2253,9655.154575353066
1979,2254,9051.982487651549
1979,2257,11722.867468775767
1979,2258,12028.119500808045
1979,2259,10315.710741471667
1979,2261,11774.717585301838
1979,2262,12535.818237226154
1979,2269,11884.665177993527
1979,2271,12970.479656013349
1979,2272,11999.952839496429
1979,2279,9827.11963190184
1979,2281,10198.032759082389
1979,2282,11113.598182459164
1979,2283,10778.867741308992
1979,2284,10542.73877424038
1979,2291,13632.75908989516
1979,2292,10886.745125741734
1979,2293,12274.517357600269
1979,2294,11618.585009385893
1979,2295,15349.170419651997
1979,2296,11431.992886000351
1979,2297,13332.090647482015
1979,2298,10500.020625353174
1979,2299,12388.85989261473
1979,2311,10084.229480117801
1979,2321,7797.671039645908
1979,2322,7964.749567113448
1979,2323,11064.525385312783
1979,2327,8239.57020908544
1979,2328,8195.739595016825
1979,2329,8526.209188299694
1979,2331,8279.524081449845
1979,2335,8527.675872364247
1979,2337,9515.134580205178
1979,2339,8498.00122442905
1979,2341,7972.954141991602
1979,2342,9963.53540161961
1979,2351,9090.770264412657
1979,2352,8083.984566405979
1979,2361,8040.657135391392
1979,2363,7959.424218544786
1979,2369,8208.469675465985
1979,2371,14570.83653435766
1979,2381,8351.53036322361
1979,2384,8376.12507084829
1979,2385,9279.243232670944
1979,2386,10171.694918397627
1979,2387,9817.83930588356
1979,2389,8975.20987215909
1979,2391,8620.679461632582
1979,2392,9180.605612798265
1979,2393,9468.01608815427
1979,2394,10371.278595035967
1979,2395,9531.320573566085
1979,2396,15001.045714789043
1979,2397,11301.913294797689
1979,2399,10212.741751794589
1979,2411,13311.35558805816
1979,2421,14158.849429468739
1979,2426,9925.731232595632
1979,2429,12187.22345624167
1979,2431,13337.225888523564
1979,2434,11538.360802069858
1979,2435,11799.828021978023
1979,2436,17054.176146488335
1979,2439,12765.98519091562
1979,2441,10849.153202371266
1979,2448,8973.920793528787
1979,2449,9624.359129716331
1979,2451,13089.22502995884
1979,2452,13325.190618076247
1979,2491,12699.747344243468
1979,2492,14758.23120665742
1979,2499,10655.579324446664
1979,2511,9934.532508533013
1979,2512,10640.407708189952
1979,2514,10791.373360980668
1979,2515,12404.345204623554
1979,2517,10609.510211800303
1979,2519,9792.340683095546
1979,2521,11122.802792818467
1979,2522,15394.514038539617
1979,2531,12593.604595336077
1979,2541,13848.000530973452
1979,2542,13444.037192561487
1979,2591,12187.002946127946
1979,2599,13489.321205279612
1979,2611,22643.001905932986
1979,2621,20861.939868514004
1979,2631,21582.55002979328
1979,2641,18612.772214301665
1979,2642,14058.112774529942
1979,2643,14460.977136625024
1979,2645,14003.46287056061
1979,2646,15684.208626347867
1979,2647,16860.634256302365
1979,2648,12856.703847969782
1979,2649,13053.291609652942
1979,2651,15460.629475232958
1979,2652,10821.036110034871
1979,2653,16266.391434826233
1979,2654,13754.46055059414
1979,2655,15367.557314756175
1979,2661,16002.06912513501
1979,2711,13007.02643701134
1979,2721,17103.943013585034
1979,2731,14444.646388213418
1979,2732,14768.87932236264
1979,2741,12927.802591564194
1979,2751,14078.250680417405
1979,2752,15460.081642821227
1979,2753,14982.416248373303
1979,2754,19237.22092228864
1979,2761,15543.660468496195
1979,2771,12933.133858267716
1979,2782,12369.853482554312
1979,2789,11368.570417318298
1979,2791,14744.512550728994
1979,2793,20995.324152309888
1979,2794,17512.055203619908
1979,2795,20373.57659676645
1979,2812,22301.83678088082
1979,2813,20211.111163359354
1979,2816,18806.338221306276
1979,2819,20508.15235856913
1979,2821,20701.29946141747
1979,2822,21041.42872454448
1979,2823,15684.89072964399
1979,2824,19820.00942224166
1979,2831,19283.32463089665
1979,2833,21063.00382803298
1979,2834,18438.05220995576
1979,2841,20894.771029047835
1979,2842,16174.056703567036
1979,2843,18297.162195625257
1979,2844,15776.513354969715
1979,2851,16641.33643541609
1979,2861,16159.363808690581
1979,2865,21414.18012188901
1979,2869,23861.701188679537
1979,2873,20328.10632523833
1979,2874,18269.09289792776
1979,2875,14115.665924276169
1979,2879,18573.76864723324
1979,2891,16822.277959872863
1979,2892,16256.110276399717
1979,2893,17810.11321206319
1979,2895,21575.469857755703
1979,2899,18127.196378174976
1979,2911,24587.18177789918
1979,2951,18894.36996769873
1979,2952,16308.445244410761
1979,2992,17846.262270248433
1979,2999,14970.39230408259
1979,3011,19617.36413897188
1979,3021,8952.65292766437
1979,3031,14312.22767857143
1979,3041,14732.381389617616
1979,3069,13764.07614415361
1979,3079,12792.704489158974
1979,3111,13571.79730068737
1979,3131,9924.940501557121
1979,3142,8800.512942293992
1979,3143,9074.912141735209
1979,3144,8748.658651957576
1979,3149,8541.668394275117
1979,3151,8136.6331131860625
1979,3161,10226.192094817465
1979,3171,8635.259210381611
1979,3172,9277.827776167005
1979,3199,9149.742505093625
1979,3211,20444.02784025591
1979,3221,16554.633749833843
1979,3229,16536.36871154077
1979,3231,14892.075071877329
1979,3241,21847.329332054574
1979,3251,12452.833244278208
1979,3253,12332.782935018764
1979,3255,16570.92606516291
1979,3259,13773.56519524618
1979,3261,14862.5670877131
1979,3262,12107.630818619582
1979,3263,11690.066694719124
1979,3264,14705.896370670596
1979,3269,10108.427242782407
1979,3271,14812.881191025372
1979,3272,14247.014657739097
1979,3273,16922.394305444355
1979,3274,16621.535770297985
1979,3275,18338.537823610008
1979,3281,11731.73294315722
1979,3291,16208.409301217936
1979,3292,15507.621967877161
1979,3293,13967.365183792816
1979,3295,17184.869755297834
1979,3296,17648.268637031266
1979,3297,18221.230554643913
1979,3299,11364.316795118819
1979,3312,24757.41015086581
1979,3313,20767.92589239524
1979,3315,17814.703352431094
1979,3316,21153.606601999407
1979,3317,18713.637087563453
1979,3321,17998.949098284054
1979,3322,18518.958579881655
1979,3324,15883.139477834238
1979,3325,17323.767887542348
1979,3331,21364.665807978836
1979,3332,20574.674533799534
1979,3333,18795.039399321817
1979,3334,24254.31229693265
1979,3339,21117.915981647868
1979,3341,16903.95297450425
1979,3351,17517.82636056404
1979,3353,23497.74194252654
1979,3354,18649.12477112988
1979,3355,20178.33
1979,3356,18673.356090694284
1979,3357,17246.24482017643
1979,3361,15516.513076815349
1979,3362,14980.800704504862
1979,3369,14265.10364977044
1979,3398,16270.912849964106
1979,3399,17068.93888510058
1979,3411,21256.33522942738
1979,3412,17293.08409204961
1979,3421,14869.452675948398
1979,3423,14822.06178628565
1979,3425,14434.674542682927
1979,3429,15128.133383507355
1979,3431,15052.333956219967
1979,3432,13865.0287523657
1979,3433,14107.200738101297
1979,3441,16353.237227962823
1979,3442,12636.415272652019
1979,3443,17707.166226616853
1979,3444,15021.622981261104
1979,3446,13809.018826913856
1979,3448,14602.713103596503
1979,3449,14759.340168098273
1979,3451,14827.105331671006
1979,3452,17050.19840834248
1979,3462,19265.661384809406
1979,3463,21541.540096760007
1979,3465,21079.985738515774
1979,3466,15232.292555416145
1979,3469,14585.891798091156
1979,3471,12735.276835303823
1979,3479,13525.807473743715
1979,3482,15393.671419929133
1979,3483,15742.22572335921
1979,3484,15281.257259435566
1979,3489,18169.275630465087
1979,3493,16453.85616745019
1979,3494,16113.530602116303
1979,3495,14965.048918215849
1979,3496,13573.699174196743
1979,3497,16338.87687237867
1979,3498,16477.309557456305
1979,3499,14101.630558771816
1979,3511,20142.5677178623
1979,3519,20644.165387616424
1979,3523,18706.1790530296
1979,3524,14222.169630232658
1979,3531,20122.855033507396
1979,3532,17545.37636646135
1979,3533,18508.071560156408
1979,3534,18350.5780230028
1979,3535,16626.076499659674
1979,3536,16319.677132968853
1979,3537,16661.294436770062
1979,3541,19204.617749171055
1979,3542,18397.131710037174
1979,3544,18882.13250115181
1979,3545,17373.760314486746
1979,3546,14596.723411443138
1979,3547,19825.921994547534
1979,3549,16229.368677176148
1979,3551,17019.58799451374
1979,3552,13932.155020740953
1979,3553,16145.380255282325
1979,3554,18267.785631456885
1979,3555,17841.45629586764
1979,3559,17473.604557225925
1979,3561,17172.869020573016
1979,3562,18335.70516020928
1979,3563,17503.05723843152
1979,3564,15598.156061978767
1979,3565,21588.469117232304
1979,3566,18479.94737865588
1979,3567,16940.078599605524
1979,3568,16391.77386258838
1979,3569,16332.537966485042
1979,3572,19753.165434553022
1979,3573,18763.804741313746
1979,3574,17519.388303298198
1979,3576,14755.212544946065
1979,3579,17330.412505906443
1979,3581,13320.174370922647
1979,3582,14497.090053997561
1979,3585,15313.578187587376
1979,3586,15489.68438446709
1979,3589,14974.219068224435
1979,3592,17749.223839397742
1979,3599,15363.740440797914
1979,3612,14374.478893740903
1979,3613,15167.54953390076
1979,3621,15263.928672432014
1979,3622,15622.237316947429
1979,3623,19920.185487598214
1979,3624,16689.791637385806
1979,3629,13867.976119402985
1979,3631,13382.636918414155
1979,3632,15983.821449452198
1979,3633,16860.91402278703
1979,3634,11724.246563900067
1979,3635,13699.217481789803
1979,3636,17059.151987700418
1979,3639,14738.327127810988
1979,3641,14853.412272967731
1979,3643,13614.771703859571
1979,3644,14848.66378299713
1979,3645,11305.522773001647
1979,3646,12527.121069948818
1979,3647,17697.5940095069
1979,3648,13587.10023669857
1979,3651,14612.811372448861
1979,3652,15257.119714646653
1979,3661,18107.04529339411
1979,3662,18148.501947388497
1979,3671,15779.497200186654
1979,3672,15614.708752240667
1979,3673,17785.429478103793
1979,3674,16657.855574639685
1979,3675,10814.21196631486
1979,3676,11490.27169661208
1979,3677,9609.457287402487
1979,3678,13224.528015703068
1979,3679,12551.95334038249
1979,3691,16201.65237596947
1979,3692,13425.379807097812
1979,3693,16175.888414164741
1979,3694,17339.480096696214
1979,3699,11752.179631453087
1979,3711,24090.356219582955
1979,3713,15622.890040136113
1979,3714,19947.8295903679
1979,3715,14059.796627846341
1979,3716,13246.947691486523
1979,3721,21159.68728129408
1979,3724,21336.1370498884
1979,3728,18708.054265950483
1979,3731,17125.741926821465
1979,3732,12798.211762272736
1979,3743,19390.584329991005
1979,3751,14215.56407557497
1979,3761,22295.50967611062
1979,3764,21974.58441210606
1979,3769,23619.98025417498
1979,3792,12294.502865329512
1979,3795,20649.384970402327
1979,3799,12611.781473588066
1979,3811,17062.00325214315
1979,3822,14115.498669232658
1979,3823,16429.729049606678
1979,3824,15179.014414118163
1979,3825,15787.6891808956
1979,3829,15077.669340302811
1979,3832,16964.959809757787
1979,3841,13571.602845182915
1979,3842,14063.684339975094
1979,3843,14218.444463627993
1979,3851,11753.59740346205
1979,3861,20937.900032567504
1979,3873,11864.252613366016
1979,3911,12474.84823269331
1979,3914,12775.333021435863
1979,3915,13078.698043074231
1979,3931,12084.822724970454
1979,3942,8742.129396439426
1979,3944,11572.605446275851
1979,3949,11214.735007949126
1979,3951,12621.826738756452
1979,3952,11842.409475112177
1979,3953,12814.840289316782
1979,3955,12892.27621231979
1979,3961,10068.524471429451
1979,3962,9106.728186144897
1979,3963,12048.908787541714
1979,3964,11603.369441396248
1979,3991,11397.94390257979
1979,3993,13733.720230540355
1979,3995,12371.659168826825
1979,3996,18257.528155974294
1979,3999,11430.265066206946
1979,4011,13071.857142857143
1979,4013,17511.630434782608
1979,4111,14114.403975518306
1979,4119,8325.958692307693
1979,4121,7239.764740685645
1979,4131,16105.328830787628
1979,4141,7761.876235992089
1979,4142,10410.579110118537
1979,4151,5724.966349477707
1979,4171,8643.66163141994
1979,4172,12551.476744186046
1979,4210,16996.149701656497
1979,4221,11278.130875280538
1979,4222,12530.07699842194
1979,4224,11277.242850857898
1979,4225,13263.713098786584
1979,4226,15020.372245034778
1979,4231,19192.57752326414
1979,4411,29684.288203022235
1979,4421,31759.932047347655
1979,4422,30529.870222665337
1979,4423,27514.664636209814
1979,4431,30191.20563008577
1979,4441,19402.908551750526
1979,4452,12841.300404858299
1979,4453,17162.366019926587
1979,4454,18391.67405783312
1979,4459,9863.856692361598
1979,4463,16575.219365280245
1979,4464,
1979,4469,
1979,4511,23556.52327733827
1979,4521,14093.176187885383
1979,4582,12854.975441764478
1979,4583,13999.329510882284
1979,4612,25245.089910525934
1979,4613,22087.578620360044
1979,4619,21937.835978835978
1979,4712,16302.92500916363
1979,4722,10591.170938876205
1979,4723,17017.62748520261
1979,4742,15075.327967806841
1979,4743,19923.605118829983
1979,4782,16675.503391107763
1979,4783,12585.084036449545
1979,4784,10262.740585774058
1979,4789,13807.368769564171
1979,4811,19282.759018658304
1979,4821,19672.7124729872
1979,4832,12556.730260529255
1979,4833,21299.115523109012
1979,4899,14303.153723451922
1979,4911,19578.967867682273
1979,4922,20311.648959196216
1979,4923,18296.54701660933
1979,4924,17206.760158814996
1979,4925,19892.913671243943
1979,4931,21035.543290677608
1979,4932,20702.037816005984
1979,4939,19343.249077490775
1979,4941,12912.015852946897
1979,4952,12730.140794223827
1979,4953,14439.193191664006
1979,4959,9732.058949624867
1979,4961,19485.713945172825
1979,4971,8948.461209529627
1979,5012,17380.038081249553
1979,5013,14125.961239539372
1979,5014,15343.145776676809
1979,5021,16224.502015101682
1979,5023,15273.175258178668
1979,5031,16753.007108163853
1979,5039,16927.879788273916
1979,5041,14142.361441307577
1979,5042,13946.069817949538
1979,5043,17662.415780101364
1979,5051,19712.558738704094
1979,5052,29278.937614919883
1979,5063,17668.180042986536
1979,5064,17485.257098599483
1979,5065,17268.774771355926
1979,5072,15620.340585877137
1979,5074,16062.355809843333
1979,5075,17599.24357385477
1979,5078,17151.247923076924
1979,5081,19851.817751940518
1979,5082,19040.176966292136
1979,5083,14506.728646361089
1979,5084,18683.841455275924
1979,5085,17353.690309206293
1979,5086,16126.139440315857
1979,5087,13898.98035701978
1979,5088,19877.07582515611
1979,5093,14025.99196668867
1979,5094,16538.30618612773
1979,5099,15301.91861194437
1979,5111,20085.386011187413
1979,5112,14631.455752137761
1979,5113,18377.145516542256
1979,5122,16626.899141899503
1979,5130,17411.947730576267
1979,5141,15857.250113198728
1979,5142,15359.829287821323
1979,5143,14920.527977485574
1979,5144,11644.230279083013
1979,5145,14318.133877681716
1979,5146,12490.660471826204
1979,5147,15384.080452695047
1979,5148,12485.526528991262
1979,5149,15845.92097024907
1979,5152,17371.87697368421
1979,5153,14171.050541831377
1979,5154,5364.333427355852
1979,5159,11779.579831251014
1979,5161,19602.899432717782
1979,5171,17773.512175721393
1979,5172,16600.327121742223
1979,5181,17057.528717181667
1979,5182,18571.57537442613
1979,5191,12305.989038507867
1979,5194,13220.77157696171
1979,5198,15367.050749756572
1979,5199,13244.5746808472
1979,5211,12706.59409357692
1979,5231,11428.907646900141
1979,5251,8711.802209163492
1979,5261,8632.250240307594
1979,5271,13336.076973127725
1979,5311,7968.67639783269
1979,5331,6917.0527702829895
1979,5399,6974.8890962722235
1979,5411,9769.875750597908
1979,5422,9252.008271131734
1979,5423,8512.456979316785
1979,5431,6750.351356855557
1979,5441,5356.9809144295305
1979,5451,5280.390321561384
1979,5462,5682.481736264277
1979,5463,6069.397089397089
1979,5499,6421.765073577289
1979,5511,15400.763782312048
1979,5521,11208.137971173994
1979,5531,11277.05650209733
1979,5541,7352.555076362647
1979,5551,11350.130511463845
1979,5561,11774.763352053738
1979,5571,10687.341636174428
1979,5599,13200.493972081218
1979,5611,8888.30019434029
1979,5621,6413.79466361569
1979,5631,6318.841278262999
1979,5641,5742.2247781794285
1979,5651,7258.970203980129
1979,5661,7874.19730246332
1979,5681,11777.624366239188
1979,5699,7164.363491246138
1979,5712,11228.32121271241
1979,5713,12460.19590682419
1979,5714,8232.74112412178
1979,5719,8104.173507462687
1979,5722,10473.699308782394
1979,5732,10592.774656492069
1979,5733,8655.28424260236
1979,5810,4934.898578290889
1979,5912,8158.047252733832
1979,5921,6766.268599614254
1979,5931,8574.938670647663
1979,5941,7882.1290703542945
1979,5942,6447.592405690019
1979,5943,10815.236495123361
1979,5944,9532.965827282558
1979,5945,6359.267062543379
1979,5946,8615.473421699919
1979,5947,5803.142560240344
1979,5948,8222.430866500828
1979,5949,5250.659163776745
1979,5961,10432.213039256287
1979,5962,9701.381776497561
1979,5963,7910.80213740458
1979,5982,11812.010465333582
1979,5983,13996.125797167806
1979,5984,11954.923845597947
1979,5992,6051.347072929595
1979,5993,6730.719094997956
1979,5994,6291.103764593758
1979,5999,9385.805469420771
1979,6011,14522.252951096121
1979,6022,12865.228733863094
1979,6023,10886.592967736511
1979,6024,14318.489709531455
1979,6025,12188.420471260137
1979,6026,10510.504243948444
1979,6027,
1979,6028,
1979,6032,11895.643841911764
1979,6033,11357.322220152728
1979,6034,10938.7503578901
1979,6042,14604.70711678832
1979,6044,16215.764469453376
1979,6052,19702.092047637343
1979,6054,9157.006711409396
1979,6055,10228.31851851852
1979,6056,17931.574917973023
1979,6059,14731.647581441264
1979,6112,17027.77064631957
1979,6113,16126.055248618784
1979,6122,12176.815432773676
1979,6123,11961.63392734096
1979,6124,11118.503627968337
1979,6125,11084.516764132553
1979,6131,14770.043159286186
1979,6142,9402.154664066491
1979,6143,10195.136133041155
1979,6144,13834.433023768299
1979,6145,11356.87037037037
1979,6146,14793.76065922874
1979,6149,11632.016304347826
1979,6153,15095.431010716351
1979,6159,17526.85671949491
1979,6162,15886.828860946225
1979,6163,19556.834030937214
1979,6211,27651.36058090773
1979,6221,27948.56325088339
1979,6231,19931.862233231706
1979,6281,22200.38065516419
1979,6311,14660.211794558869
1979,6321,13140.052516367834
1979,6324,13375.69837954462
1979,6331,14642.992306630711
1979,6351,15010.636413540713
1979,6361,12886.654201011153
1979,6371,13732.150202590881
1979,6399,16355.838268792711
1979,6411,15025.046325459318
1979,6510,8719.215234283929
1979,6531,12854.92568293665
1979,6541,11302.310995752714
1979,6552,15100.19989768201
1979,6553,9352.259776226874
1979,6611,12925.678740762889
1979,6711,22246.84648793457
1979,6722,20148.917575757576
1979,6723,16494.08319088319
1979,6724,23243.45394736842
1979,6725,15599.6
1979,6732,9541.71377385792
1979,6733,13983.23217499654
1979,6792,19254.15707964602
1979,6793,26252.029032258066
1979,6794,14882.247782705099
1979,6798,14275.301115241637
1979,6799,16852.274822695035
1979,7011,6741.3636229083995
1979,7021,5490.283853648837
1979,7032,5845.502276923077
1979,7033,6883.887533472181
1979,7041,6109.333333333333
1979,7210,7714.763646200816
1979,7221,8265.142350658907
1979,7231,6656.9222025027175
1979,7241,8074.925170553988
1979,7251,6947.795894079143
1979,7261,10691.418576368538
1979,7299,6221.63346624786
1979,7311,19723.200763648834
1979,7312,15493.04560993913
1979,7313,20400.159666229138
1979,7319,10562.380787260001
1979,7321,10480.720081857817
1979,7331,10740.834305481909
1979,7332,11413.505115227224
1979,7333,15223.1322484529
1979,7339,9538.904619673436
1979,7341,7313.8894189991515
1979,7342,10306.713648219089
1979,7349,5704.914317440227
1979,7351,19621.321438932406
1979,7361,10458.331275702425
1979,7362,6216.6232307127475
1979,7369,14679.110453648915
1979,7372,19569.029018123285
1979,7374,14410.453447320224
1979,7379,20685.972187771302
1979,7391,20611.801659480898
1979,7392,17361.681518579942
1979,7393,6986.446272254826
1979,7394,14797.092000753884
1979,7395,9662.793443218454
1979,7396,10413.25260983036
1979,7397,14707.413759111005
1979,7399,10692.891630486896
1979,7512,11143.584069186527
1979,7513,14404.05755709756
1979,7519,10667.669386901025
1979,7523,7046.05639061752
1979,7525,8636.314961097583
1979,7531,11864.062698434358
1979,7534,11726.363026510999
1979,7535,10513.88777834008
1979,7538,11278.057006604122
1979,7539,12229.299961668466
1979,7542,5770.522857085995
1979,7549,10820.897764900663
1979,7622,11893.804558802965
1979,7623,13655.610566037736
1979,7629,14416.030167597766
1979,7631,10220.889347079037
1979,7641,8652.981167933656
1979,7692,12564.533074036539
1979,7694,14774.412995840974
1979,7699,13087.865352019151
1979,7813,25283.13495609305
1979,7814,24167.661010445536
1979,7819,19748.270842523158
1979,7823,17419.393906271347
1979,7824,20667.568298027756
1979,7829,14023.052922590838
1979,7832,5083.077548188419
1979,7833,4404.991415854175
1979,7911,4817.848420594792
1979,7922,13022.209691400833
1979,7929,10909.761425170691
1979,7932,5244.435990596281
1979,7933,5696.990435581982
1979,7941,17898.757082175594
1979,7948,9895.483108703867
1979,7992,6424.506842938274
1979,7993,9441.24697092084
1979,7996,7334.003788589859
1979,7997,6992.9111708461305
1979,7999,7309.59360131962
1979,8011,22341.328440705114
1979,8021,12087.205597826754
1979,8031,17361.33136226214
1979,8041,8780.918634907926
1979,8042,9841.490920248822
1979,8049,11313.861706307232
1979,8051,6740.645473471705
1979,8059,6192.345085594063
1979,8062,11058.405554475987
1979,8063,11298.015778410452
1979,8069,12069.694905375347
1979,8071,13897.498288393905
1979,8072,12036.968556579875
1979,8081,11589.59319867502
1979,8091,9300.054005453607
1979,8111,15724.376293395066
1979,8211,8044.936434724652
1979,8221,11728.846427638175
1979,8222,12567.38585999413
1979,8231,7413.164703834774
1979,8241,11313.78818253759
1979,8243,13280.322466960353
1979,8244,9524.3327216262
1979,8249,11580.622133795603
1979,8299,8129.929816657525
1979,8321,7915.982813454894
1979,8331,7220.544462741869
1979,8351,5377.763317473115
1979,8361,7391.237385903268
1979,8399,8102.747317451094
1979,8411,8773.440870931881
1979,8421,9418.246997471555
1979,8611,14264.009729473184
1979,8621,15496.635199393215
1979,8631,9548.40249083357
1979,8641,6145.852707899121
1979,8651,10042.073164492198
1979,8661,7494.949690099949
1979,8699,9820.709137152448
1979,8811,5326.4680951506725
1979,8911,19452.851045728195
1979,8922,14901.31296142509
1979,8931,15001.638862610665
1979,8999,18236.925742321255
1979,9512,
1979,9999,
1980,111,12386.692122669874
1980,112,11916.080073800738
1980,115,11318.564320607924
1980,116,9143.984461709211
1980,119,10144.809350554848
1980,131,8777.31623931624
1980,132,5314.5210084033615
1980,133,13725.065812679848
1980,134,8286.57698121356
1980,139,8456.26186739898
1980,161,9013.154289335715
1980,171,6979.712168279045
1980,172,6275.767661131438
1980,173,7539.223629133528
1980,174,8124.386073880353
1980,175,6436.034854163974
1980,179,7747.688797306127
1980,181,9344.049423478999
1980,182,10331.319479495269
1980,189,10800.579322638147
1980,191,8987.226348512855
1980,211,13030.383661684782
1980,212,9757.609235706645
1980,213,11164.207191011235
